Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints
73,2,7,61,0
33,9,5,195,1
56,5,2,139,0
92,3,1,105,0
56,10,3,65,1
64,21,3,116,0
0,31,3,62,0
82,34,2,137,0
43,10,9,125,0
72,10,7,61,0
37,33,4,66,0
26,29,5,64,0
78,21,2,115,0
35,23,7,98,1
80,16,6,88,0
10,22,5,93,0
49,8,1,84,0
68,29,5,73,1
67,1,1,123,3
0,33,1,110,0
66,18,6,66,0
0,16,2,84,0
99,20,3,67,0
86,33,1,100,0
33,5,1,172,0
34,10,5,62,0
58,35,2,110,0
25,18,4,84,1
96,28,2,109,0
71,0,1,99,0
23,21,3,91,0
76,33,5,73,0
61,5,2,103,0
73,6,8,101,0
66,30,5,93,0
47,15,9,122,0
90,34,2,63,4
82,18,2,62,0
19,23,2,64,0
20,8,2,90,3
59,16,1,101,0
95,24,1,92,4
24,2,2,62,1
74,1,2,99,0
72,5,3,80,0
80,15,1,116,0
91,11,5,113,0
30,31,2,73,1
26,16,2,66,4
15,13,1,69,0
36,6,3,101,0
86,0,3,99,0
2,2,1,62,0
34,23,7,194,0
92,15,1,78,0
46,2,3,109,1
52,17,1,81,0
63,5,9,86,0
9,20,7,97,4
45,34,1,72,1
56,16,3,76,0
10,32,3,67,0
93,22,1,63,0
10,34,2,70,0
77,11,1,74,5
29,25,3,71,0
78,3,1,99,0
93,1,2,90,0
99,7,5,70,0
45,3,8,64,0
24,13,1,69,0
56,2,2,102,2
85,10,1,95,0
20,4,2,63,0
59,15,1,73,0
76,0,2,65,3
4,4,1,87,3
87,20,1,114,0
28,6,2,103,0
66,8,3,66,2
61,0,1,71,0
80,1,3,217,0
75,12,1,105,1
90,23,2,66,0
94,8,5,112,0
70,5,3,63,0
79,0,2,93,0
17,31,1,112,0
62,13,2,87,0
90,29,2,63,0
66,30,3,73,0
89,5,1,69,0
57,12,1,92,0
20,31,4,118,0
25,25,8,64,0
38,11,4,95,4
48,8,8,93,0
93,16,1,65,0
22,34,1,63,3
96,22,1,63,0
85,9,1,106,1
19,33,2,104,0
88,3,8,137,0
95,33,1,94,0
54,1,4,83,0
81,8,2,101,0
75,10,1,111,0
18,13,1,106,1
70,33,7,84,0
99,8,4,113,0
68,5,9,65,3
1,21,1,62,0
45,26,9,62,0
54,2,1,61,2
72,11,1,82,1
84,6,8,74,0
38,3,1,74,1
85,1,1,70,0
20,21,8,111,0
93,3,5,72,0
48,2,3,64,2
24,8,6,69,0
61,17,2,104,0
26,4,3,109,0
17,6,3,62,0
80,11,2,109,0
71,6,1,66,2
36,7,3,71,0
68,27,2,73,0
4,6,7,66,0
54,20,1,65,5
94,3,1,117,0
90,10,2,102,0
0,1,5,129,0
22,9,1,173,1
27,26,7,63,0
1,17,7,61,1
59,21,3,129,0
50,2,5,65,0
46,22,3,62,0
56,24,1,70,1
89,9,2,69,0
30,6,1,152,0
30,30,3,112,2
89,24,2,63,0
88,20,8,80,1
44,22,8,65,0
34,14,2,103,1
66,20,2,119,0
21,16,8,68,1
19,17,1,96,0
72,30,7,83,0
1,5,5,66,0
3,23,3,64,0
64,23,1,125,0
85,5,1,72,3
9,31,5,76,0
15,31,9,234,0
42,2,2,109,0
88,26,2,88,0
87,13,2,69,0
24,15,2,66,0
42,5,1,80,0
18,35,2,95,0
34,4,1,66,0
35,16,1,66,4
28,6,7,196,0
74,31,5,111,0
28,6,4,64,2
47,15,9,122,0
74,17,2,105,3
3,10,2,97,0
52,7,3,112,0
90,3,8,106,0
35,7,1,77,3
13,14,9,67,0
37,28,4,65,0
26,0,1,62,1
3,25,2,66,0
20,17,4,72,0
10,8,2,78,0
20,15,2,82,0
26,8,7,81,0
49,15,1,77,0
59,21,7,72,0
3,25,2,66,0
35,21,3,86,0
85,21,8,67,0
69,4,1,85,0
9,20,7,62,0
25,3,2,69,0
97,2,1,62,0
84,11,3,62,0
52,4,1,74,0
85,31,1,96,0
33,3,9,117,0
67,19,1,80,0
31,5,6,66,1
68,4,2,61,0
34,0,2,63,0
9,10,2,76,0
63,0,1,78,0
23,5,2,100,0
3,21,4,65,1
89,4,1,122,0
88,4,6,65,1
85,35,1,69,1
47,13,3,132,0
75,10,6,190,0
38,9,3,66,0
59,19,7,239,0
17,13,1,92,0
27,13,1,95,0
94,3,2,70,0
68,10,8,88,0
51,29,9,63,0
73,10,4,72,0
52,5,2,128,0
41,0,1,81,0
35,1,2,77,0
92,31,1,64,1
41,18,9,87,0
21,18,9,122,0
62,3,3,86,2
62,26,3,68,0
98,5,6,106,2
69,23,2,77,0
65,12,3,115,0
46,10,1,71,0
8,16,3,79,0
81,13,1,61,1
78,20,2,129,4
62,8,7,68,0
94,5,1,73,2
86,3,7,107,0
77,17,3,62,0
15,10,5,64,0
31,9,2,65,0
79,0,3,67,0
28,35,5,66,0
23,10,1,81,0
33,18,5,78,0
65,3,1,92,0
1,32,1,69,0
40,2,5,137,0
76,27,1,104,0
85,5,4,73,0
41,17,2,65,0
42,1,9,66,0
69,23,1,226,0
76,33,3,115,0
58,4,3,133,0
41,0,1,81,0
69,17,9,211,0
15,13,1,69,0
98,2,2,109,1
18,22,2,66,0
4,17,4,67,0
89,5,3,61,0
9,20,2,99,0
80,17,2,112,0
56,34,5,112,0
20,24,7,80,0
90,28,5,96,5
3,2,3,67,0
61,1,6,114,0
18,14,1,126,1
35,10,1,165,0
19,26,8,82,3
19,29,2,110,1
34,11,1,68,0
24,2,1,70,0
74,7,2,61,0
31,33,7,104,0
87,20,1,114,0
25,18,4,84,1
75,18,3,62,0
15,3,2,96,0
71,34,6,67,0
20,14,1,70,0
79,22,1,194,0
10,18,1,86,3
3,33,7,74,0
18,4,3,63,0
74,34,2,119,2
12,3,1,123,0
30,15,1,106,0
52,11,1,65,0
65,35,7,68,0
59,1,2,118,0
85,22,1,131,0
72,26,3,62,0
21,14,7,105,0
66,1,2,97,0
49,4,9,131,0
26,19,4,84,2
13,1,2,82,0
16,23,5,108,0
57,11,2,128,0
34,23,1,66,0
13,34,1,84,0
56,16,3,76,0
32,21,2,85,0
71,28,4,99,0
39,2,2,64,0
41,10,2,136,0
49,20,1,61,0
56,19,2,100,2
92,18,1,138,0
61,9,6,73,3
59,29,1,99,0
3,7,1,63,0
21,13,8,62,0
18,34,2,192,1
18,23,1,62,0
53,21,7,79,1
88,31,1,181,0
52,24,3,91,0
9,6,2,106,0
27,26,1,112,0
37,2,4,65,0
65,22,2,115,0
26,5,2,86,0
8,15,1,74,4
39,4,1,68,1
51,9,5,108,0
81,15,2,96,0
91,1,1,70,0
59,13,1,66,0
0,21,2,90,0
77,20,1,104,0
56,25,2,73,0
60,21,5,67,0
40,14,2,217,1
89,3,2,116,1
50,19,2,67,0
38,7,5,88,0
45,23,4,109,0
44,27,7,65,0
67,1,1,123,3
34,31,1,96,0
46,6,2,110,0
1,16,2,102,0
61,6,2,125,0
59,15,2,64,0
12,21,1,63,0
3,19,2,108,0
54,0,1,94,0
36,14,3,169,1
60,13,1,123,0
71,6,1,66,2
24,34,3,64,0
32,2,8,89,0
69,9,9,90,0
46,8,3,76,0
76,20,2,83,0
35,21,3,86,0
88,0,2,63,1
82,12,2,165,1
44,15,1,90,1
84,27,6,72,0
58,15,1,73,1
26,3,2,63,0
1,0,1,67,0
44,14,1,115,0
82,0,3,112,0
67,20,1,70,0
74,8,3,70,0
1,26,3,66,0
75,12,6,83,0
88,19,3,103,0
31,4,9,198,0
63,18,1,111,0
56,20,1,92,0
95,10,2,66,0
61,5,1,69,0
66,7,4,109,0
59,23,1,71,0
58,29,8,66,0
45,24,4,65,1
60,15,4,76,1
75,13,4,108,0
53,11,3,94,3
25,4,2,67,0
84,9,5,66,0
68,32,6,77,0
49,32,1,108,3
92,34,8,92,0
87,23,2,134,0
57,5,7,90,0
69,31,2,69,2
41,26,7,71,0
39,11,2,65,0
64,4,7,70,0
75,2,2,103,0
67,9,7,190,0
67,8,8,223,0
34,25,1,69,0
36,1,2,65,0
64,7,1,71,0
61,9,4,92,0
84,4,3,83,0
58,24,1,70,0
34,4,2,73,0
33,24,2,72,0
51,3,1,65,3
61,14,1,69,0
79,11,9,91,0
29,29,2,88,0
38,11,1,76,0
69,8,1,195,0
96,19,1,98,1
7,5,1,63,0
7,21,2,117,0
95,14,3,70,3
65,21,3,72,0
84,25,1,119,0
46,10,1,181,1
18,8,4,62,0
5,12,1,61,0
67,19,3,106,1
37,32,3,66,0
83,27,1,112,0
11,20,2,72,0
21,19,1,73,0
16,28,4,138,0
8,35,1,112,0
23,29,2,106,0
66,30,5,93,0
20,6,1,118,0
23,26,1,81,0
20,12,4,66,1
9,11,2,119,0
4,25,1,86,0
85,12,3,68,0
89,8,2,214,1
48,9,1,119,2
91,3,2,65,0
84,16,1,67,0
60,9,2,65,1
19,34,1,84,0
9,12,1,72,0
54,7,1,71,0
66,5,2,66,0
78,4,4,79,0
33,7,1,93,2
47,15,9,122,0
24,18,3,74,0
52,6,2,83,4
52,20,7,109,4
56,6,1,83,0
2,22,2,63,1
46,3,1,66,0
41,0,1,81,0
58,22,2,145,0
20,22,2,102,0
47,16,1,165,0
51,11,2,71,0
50,8,1,103,0
46,15,1,92,0
67,9,1,185,0
80,19,1,184,0
31,6,7,97,0
58,1,7,119,0
25,3,2,163,0
85,0,1,145,0
79,26,1,61,1
38,23,1,122,1
66,5,1,114,0
55,11,1,84,3
65,4,1,69,0
51,19,2,93,0
50,19,3,114,0
73,25,4,94,0
47,20,3,63,0
88,1,2,113,0
59,3,4,64,0
43,7,5,66,1
10,32,2,64,0
76,23,1,104,0
72,29,8,220,1
91,13,1,126,0
30,11,1,63,0
43,1,3,71,3
76,21,3,91,0
43,16,1,283,0
50,21,3,70,0
94,26,1,298,0
94,1,2,90,0
21,24,3,110,0
74,26,2,112,0
54,21,3,69,5
85,9,1,133,0
4,12,2,126,0
19,31,2,71,0
54,9,2,67,0
31,7,2,96,0
30,19,2,83,0
74,13,1,85,0
64,3,1,124,1
19,23,2,64,0
70,23,1,64,1
35,7,1,89,0
23,25,2,99,0
80,11,5,70,4
11,34,3,61,2
34,25,1,83,3
54,3,1,67,0
44,20,7,68,1
75,13,3,71,0
60,19,9,115,0
29,30,3,112,1
20,6,1,103,0
79,31,1,71,0
46,15,3,71,0
36,14,1,73,2
4,4,1,87,3
11,17,3,72,1
68,23,7,74,0
59,6,3,111,0
5,7,3,116,0
76,28,2,71,0
1,6,1,67,3
57,12,1,64,0
12,11,1,71,0
31,28,1,117,0
11,5,5,84,0
54,5,1,62,0
2,19,3,109,0
58,27,2,100,0
92,25,1,86,0
50,17,2,65,0
48,20,1,71,0
90,8,1,73,0
59,12,7,113,0
51,6,4,111,0
20,29,9,65,0
80,34,5,103,0
19,28,2,73,0
9,26,1,122,1
74,18,1,112,0
27,15,1,78,0
0,0,1,110,0
2,11,1,63,0
60,0,3,106,5
88,2,6,114,0
90,13,1,61,0
19,23,3,111,0
93,35,1,136,0
10,10,1,68,0
35,21,3,86,0
61,12,6,72,0
11,20,1,138,0
52,3,2,119,5
27,6,1,66,0
94,2,4,72,5
59,21,7,68,0
49,6,1,187,0
97,0,2,62,0
94,9,3,71,0
96,22,2,80,0
97,6,1,88,0
0,27,1,62,3
72,2,7,111,2
30,3,1,63,0
42,16,5,64,1
5,0,2,62,0
22,7,2,65,0
93,30,1,77,3
75,14,3,67,0
39,29,2,67,0
1,17,7,61,1
0,2,2,70,0
70,2,1,69,1
90,9,1,119,1
17,12,6,61,0
45,23,4,109,0
33,14,4,115,0
32,9,9,65,0
84,7,5,67,0
9,11,2,119,0
4,10,3,170,2
54,7,4,108,0
84,24,6,61,0
83,4,1,88,0
6,12,1,91,0
34,10,2,161,0
55,1,1,65,2
64,31,3,96,1
83,2,6,61,0
36,5,1,76,1
42,15,2,95,0
57,2,3,99,0
19,6,2,73,0
0,6,1,79,0
50,19,2,67,0
76,2,1,95,0
74,8,3,104,0
60,11,1,69,0
10,24,1,70,0
92,3,1,69,0
35,6,7,65,0
12,3,4,105,0
33,16,1,65,1
54,33,2,67,0
95,24,1,61,0
60,1,3,77,0
34,26,7,114,0
45,19,9,68,0
47,24,1,65,0
46,7,1,186,0
53,33,1,72,0
74,34,2,119,2
58,26,1,81,0
47,15,2,78,0
98,1,9,135,0
61,1,9,66,0
21,26,1,118,0
34,32,2,96,1
89,27,1,106,0
88,3,2,112,1
79,4,7,107,0
55,2,1,73,1
43,6,2,64,0
90,27,2,61,0
80,7,1,181,1
67,1,1,123,3
28,16,7,88,2
42,3,3,74,0
69,1,9,68,0
24,35,8,114,0
29,8,5,105,0
59,1,2,118,0
35,11,2,117,2
15,32,2,71,0
78,6,3,116,0
82,34,7,95,1
10,28,1,108,0
72,21,5,68,5
86,12,2,63,0
59,25,7,110,0
9,6,1,63,0
99,8,2,103,0
4,2,1,107,2
18,27,2,97,0
36,7,2,61,0
62,17,5,68,0
39,22,2,65,0
98,26,1,72,0
30,3,1,105,0
52,20,3,86,3
40,11,1,70,0
77,28,3,70,1
54,25,7,116,0
69,1,1,90,0
6,8,1,73,0
62,22,2,82,0
75,16,1,83,0
57,14,1,95,2
76,9,1,85,0
3,25,2,66,0
17,12,6,95,1
29,3,1,101,0
36,10,7,68,0
19,7,4,101,0
42,26,5,101,0
21,9,1,82,0
25,13,1,109,3
7,33,2,71,0
89,19,1,62,0
16,21,1,124,0
67,5,1,106,0
56,10,3,65,1
15,13,2,111,3
79,4,1,65,0
43,9,1,134,3
93,29,1,73,0
19,1,1,101,0
63,24,1,62,4
66,2,2,76,0
56,34,2,140,0
55,6,2,66,0
93,14,1,129,2
9,1,1,63,0
35,6,5,113,1
30,21,2,74,0
63,15,2,62,0
16,24,2,83,0
82,4,3,80,0
88,2,3,93,0
25,19,4,83,0
7,23,1,98,0
44,17,1,65,0
88,32,1,65,0
64,7,1,69,2
73,11,1,137,0
97,5,2,159,0
59,6,1,97,0
79,8,1,121,0
94,35,5,64,0
18,20,1,66,0
99,0,3,74,1
56,16,1,92,0
87,30,4,109,0
61,31,1,98,0
69,2,6,122,0
87,25,7,98,0
86,4,1,103,0
89,10,8,74,1
97,2,1,116,0
30,14,1,65,0
92,3,1,105,0
70,16,4,105,1
61,6,2,125,0
16,12,2,119,0
56,17,1,94,0
1,21,8,69,0
13,22,4,73,0
88,12,7,74,0
10,28,1,108,0
74,11,2,66,0
31,16,9,72,0
6,31,8,104,0
69,17,3,73,0
1,7,4,61,0
49,1,1,81,0
36,17,8,74,0
87,8,1,63,0
57,7,2,98,0
84,15,2,99,0
80,24,1,63,0
45,4,1,85,0
23,4,7,69,0
48,35,1,87,0
74,10,3,87,0
89,29,1,94,1
69,10,1,82,0
0,1,1,65,0
52,35,5,73,3
6,10,3,63,4
47,6,1,68,0
49,29,1,67,1
66,14,1,73,0
5,18,2,128,1
24,12,2,97,0
34,4,5,182,0
38,23,3,63,0
66,1,1,71,1
24,2,2,64,5
34,7,2,121,0
46,24,2,133,0
92,14,7,64,0
15,34,2,69,0
55,33,3,198,1
37,14,3,119,4
74,34,3,66,0
31,9,1,76,1
24,17,5,139,4
10,5,1,186,3
48,14,1,77,0
13,21,3,61,0
27,26,1,132,0
25,2,5,67,0
7,17,2,64,1
56,7,1,66,0
3,22,2,78,0
4,12,2,126,0
40,34,1,115,0
25,30,1,79,0
49,20,4,72,0
48,18,2,65,0
11,12,1,239,0
42,14,4,81,0
84,27,7,110,3
8,9,3,119,0
98,13,1,66,0
76,0,4,61,0
70,32,2,90,0
11,30,8,73,0
39,20,1,116,0
39,16,9,106,0
74,5,2,66,0
62,14,2,71,0
99,14,2,82,1
44,20,5,101,0
93,18,2,61,0
20,34,1,185,3
42,27,4,105,0
69,22,1,71,0
72,2,1,129,0
34,14,2,87,2
43,13,2,66,0
53,19,3,68,0
98,5,3,73,1
68,17,2,64,0
44,25,1,86,0
80,5,6,64,0
83,31,1,118,0
87,7,1,71,0
96,2,1,126,2
71,0,1,119,0
83,5,2,114,0
21,21,2,65,0
29,0,1,65,0
0,33,3,115,0
39,11,2,61,0
17,13,5,107,0
72,32,2,68,0
9,15,2,69,0
92,3,1,69,0
3,26,1,74,0
20,0,1,132,0
28,24,1,137,0
34,26,2,62,0
6,15,3,74,1
97,12,2,83,0
52,13,2,110,0
45,23,4,109,0
78,0,5,61,0
99,15,3,66,0
70,33,7,84,0
88,21,3,66,0
88,21,3,86,0
48,18,9,105,0
21,33,1,67,2
67,15,5,136,0
92,7,1,72,0
85,11,3,66,0
41,10,2,117,0
78,3,2,78,0
12,33,1,114,0
30,10,1,91,2
74,6,9,80,0
46,20,3,102,0
33,6,3,104,0
92,16,1,67,0
24,13,1,71,0
92,22,6,92,0
7,17,2,102,0
80,15,6,83,1
95,18,2,106,0
84,15,8,82,0
51,29,9,63,0
70,30,5,71,0
41,4,7,93,0
25,8,3,92,0
40,20,1,271,0
2,1,5,69,3
36,7,1,131,0
45,9,3,107,0
63,2,3,93,0
80,3,2,64,0
63,14,2,76,1
81,10,1,68,0
58,25,3,112,0
7,32,3,61,0
4,4,1,87,3
60,1,5,113,0
64,34,6,64,0
72,29,1,62,0
86,29,4,72,0
92,20,2,79,0
23,28,4,127,0
54,19,6,67,0
68,2,1,64,0
62,1,2,249,0
70,3,1,88,0
61,12,6,72,0
37,10,1,117,0
17,19,1,77,0
67,9,2,67,0
52,34,3,99,0
25,12,1,64,0
45,23,4,109,0
17,2,2,95,0
9,11,2,112,0
41,17,2,62,0
71,27,6,67,0
27,5,3,113,0
53,1,2,110,1
11,24,1,78,0
67,22,1,65,0
0,22,5,83,3
25,18,4,84,1
93,0,7,90,0
21,2,8,68,0
65,20,2,93,0
86,3,1,66,0
46,14,2,68,0
5,7,6,78,0
10,26,5,194,0
37,34,2,86,0
11,34,3,61,2
50,9,3,121,0
30,2,2,99,0
63,24,2,74,0
14,16,7,74,0
1,17,4,67,3
61,18,1,73,0
13,28,1,61,0
97,12,8,197,0
32,5,7,98,0
3,26,2,86,0
81,9,8,65,0
85,5,2,65,2
71,3,2,68,0
9,11,2,119,0
3,4,1,65,1
63,10,1,78,0
17,17,1,64,1
2,5,7,77,0
33,26,4,65,0
19,15,3,116,0
69,31,6,66,4
92,17,1,66,1
89,12,1,69,0
52,15,2,137,0
15,10,2,113,0
4,22,1,66,1
56,23,2,94,0
3,10,2,97,0
25,33,8,71,0
42,12,2,73,0
35,34,4,65,0
12,22,1,72,1
31,4,2,73,0
63,7,2,78,0
23,19,3,85,0
59,14,1,130,0
73,3,1,62,1
61,12,6,72,0
80,34,2,74,0
14,32,1,70,0
19,10,2,63,0
29,4,5,189,0
28,17,4,83,0
36,11,1,129,0
58,15,1,70,0
32,25,9,69,0
62,31,2,139,0
60,8,3,115,1
56,10,3,65,1
70,9,1,67,0
11,34,3,61,2
80,26,1,125,0
94,15,9,86,0
26,15,2,94,3
34,5,5,139,0
11,13,8,117,0
59,11,2,135,0
53,5,1,67,0
78,14,2,118,0
33,32,1,135,0
47,15,9,122,0
68,14,1,77,2
6,24,5,73,0
54,10,1,65,0
59,22,2,61,0
35,7,9,110,0
31,20,2,61,0
10,6,3,184,0
99,30,3,63,0
60,15,4,76,1
35,8,1,182,3
3,4,1,86,0
41,5,4,68,0
84,1,2,65,0
40,0,2,67,0
99,26,2,64,0
79,31,1,73,0
65,26,5,72,0
23,22,1,91,1
18,4,2,85,0
36,35,2,144,0
73,10,1,77,1
52,6,3,106,0
62,27,2,64,0
50,10,2,93,0
86,4,3,128,0
59,24,3,72,0
62,5,6,67,0
31,20,2,127,0
98,22,8,69,3
51,5,7,61,0
16,31,9,71,0
12,18,1,68,0
8,4,2,111,0
39,19,2,115,0
69,17,1,110,0
20,0,1,138,0
68,31,2,73,0
75,7,3,85,3
90,16,3,62,0
26,16,1,73,0
74,18,3,61,0
63,7,1,63,1
12,12,5,66,0
13,12,1,63,0
60,0,8,76,0
46,28,1,93,3
66,6,3,73,0
66,12,2,109,0
99,1,5,62,0
83,4,3,92,2
56,16,3,76,0
37,6,7,112,3
8,16,4,74,0
31,24,2,68,0
37,7,1,183,0
12,6,2,117,0
98,11,1,61,0
88,23,1,67,0
23,13,1,123,0
72,10,2,64,0
77,30,1,62,0
4,3,1,187,0
85,2,2,104,0
5,18,8,68,0
3,7,8,61,0
28,8,1,112,0
40,20,1,271,0
94,9,2,73,0
17,2,2,89,0
78,33,3,98,0
19,10,4,108,0
88,23,2,85,0
42,28,1,67,0
97,16,1,113,4
81,6,3,70,0
30,18,1,64,0
20,6,1,103,0
43,29,6,134,0
26,15,3,65,0
50,8,1,103,0
51,33,7,87,0
29,4,1,84,0
25,18,4,84,1
47,2,1,79,0
28,10,1,68,0
35,33,1,123,0
40,7,5,110,0
22,27,1,87,0
35,11,1,82,0
67,19,1,70,1
28,3,1,99,0
78,3,6,101,0
54,25,3,106,1
10,15,3,61,0
63,10,1,78,0
31,15,1,77,0
24,24,2,63,0
66,28,1,95,0
35,5,9,128,2
53,22,1,127,0
54,23,1,118,0
81,6,2,102,0
37,9,1,67,0
2,7,4,102,0
75,32,1,124,0
56,25,2,73,0
45,0,2,70,0
32,7,1,141,0
73,18,3,79,3
43,34,1,114,0
33,19,8,107,0
38,34,1,82,0
13,4,2,113,0
99,1,1,102,0
55,6,2,89,0
50,26,4,73,0
63,31,6,208,0
72,8,2,89,0
37,26,1,95,0
29,3,9,95,0
93,3,1,73,0
7,15,4,87,1
6,9,1,86,0
15,17,2,71,0
1,26,2,73,0
52,6,2,69,0
40,2,3,72,0
42,3,2,114,0
12,8,1,64,0
35,2,1,85,0
88,29,2,67,0
34,17,2,76,1
46,18,2,70,0
91,0,1,186,0
59,0,2,62,0
11,16,1,104,0
13,2,4,102,0
50,19,2,67,0
26,9,1,118,0
12,19,3,127,0
70,14,2,183,0
52,4,2,63,0
16,26,6,66,0
71,9,3,72,0
83,31,1,63,1
43,10,2,63,0
95,12,6,68,3
31,3,1,61,0
76,12,1,131,0
44,10,1,65,0
44,0,1,71,0
76,24,1,72,4
22,4,1,104,0
62,32,3,74,0
0,23,1,116,0
52,28,3,192,0
61,34,9,131,0
81,26,1,62,0
29,4,1,199,3
48,19,2,114,0
91,1,2,76,0
17,31,1,74,0
3,15,1,134,0
83,2,2,69,0
23,28,1,107,1
43,16,2,86,0
35,33,1,71,0
23,10,3,79,0
22,24,1,76,1
78,32,2,70,0
29,2,2,80,0
42,19,6,112,0
26,23,3,63,0
69,31,6,66,4
18,30,2,63,0
43,16,1,283,0
2,7,1,113,0
77,7,3,132,0
93,29,2,96,0
84,12,2,135,4
36,1,3,65,1
61,5,1,188,4
13,22,4,73,0
24,7,1,210,2
88,1,2,70,0
82,29,7,70,0
41,11,5,96,0
15,31,5,106,0
99,29,2,106,0
77,31,1,64,0
23,24,7,87,0
49,26,1,117,3
70,8,2,68,0
82,10,3,72,1
63,13,8,79,0
62,15,1,112,0
50,13,1,71,0
12,9,4,92,1
94,0,2,136,0
21,14,2,106,0
12,9,2,117,0
45,29,9,106,0
30,3,2,78,0
17,20,5,113,1
89,25,4,64,0
88,0,3,128,0
79,14,1,103,0
15,24,2,62,0
51,4,1,97,0
28,6,2,103,0
21,9,2,99,0
72,18,6,103,0
39,34,6,62,0
48,27,2,110,1
31,28,1,89,0
74,2,3,107,0
51,29,9,63,0
33,16,2,139,0
59,3,1,86,0
32,24,1,71,0
79,31,4,74,0
78,1,9,69,0
20,22,1,93,0
25,0,1,112,0
50,16,1,139,0
27,6,1,66,0
58,2,8,137,1
18,31,2,94,0
80,9,9,70,0
76,3,1,70,0
35,28,3,64,0
29,2,3,111,0
73,12,1,107,0
4,6,7,66,0
63,1,4,99,0
27,32,1,134,0
10,10,1,195,0
43,6,2,95,0
26,10,1,125,0
43,7,5,66,1
44,33,3,73,0
76,21,6,86,0
65,3,3,107,0
40,15,7,253,5
66,20,1,119,1
86,6,2,70,0
80,15,4,91,0
2,24,2,68,0
68,28,3,83,3
8,24,2,101,0
41,16,3,63,2
77,1,7,95,0
30,11,1,61,1
37,21,1,121,0
25,26,3,97,0
40,4,9,77,1
43,3,1,94,1
85,3,1,83,1
39,23,2,67,1
26,15,3,65,0
24,3,2,119,0
79,1,4,128,0
16,14,2,66,0
49,33,2,69,1
19,9,3,70,0
37,29,3,85,0
93,12,3,112,0
2,18,2,109,0
32,10,1,67,1
45,19,2,116,0
38,2,7,105,2
71,34,1,62,0
27,27,9,107,0
41,15,1,129,4
33,19,3,65,0
84,29,1,79,0
85,28,8,63,2
78,5,2,69,0
8,3,1,88,0
18,13,7,67,0
81,26,1,62,0
91,28,8,67,0
30,25,2,266,0
44,1,3,96,0
42,24,2,68,0
41,5,1,72,1
5,1,2,61,0
81,5,1,183,0
10,1,5,73,0
83,4,2,86,0
1,16,1,74,0
68,8,1,61,0
93,22,2,73,0
74,4,1,113,0
5,20,1,63,0
62,10,2,119,0
40,20,1,271,0
11,3,8,119,1
11,31,4,194,0
71,4,2,68,0
40,32,2,71,0
32,24,2,99,0
14,8,8,72,2
22,4,2,100,1
77,7,6,61,0
3,2,3,87,2
91,14,2,136,1
89,19,2,88,3
75,6,2,85,0
12,26,2,72,3
67,1,2,68,0
88,27,3,80,0
13,23,1,98,0
63,1,2,68,0
85,16,1,67,0
23,30,3,72,0
79,21,2,62,0
70,21,1,70,0
23,8,8,116,0
56,12,1,69,0
38,16,2,71,0
6,33,2,68,0
82,15,1,82,0
19,22,2,64,0
20,14,8,72,2
14,27,3,62,0
78,19,3,61,0
91,30,3,112,1
99,2,9,94,0
7,5,1,68,1
59,1,1,86,0
68,22,6,137,3
11,28,1,102,0
22,29,2,96,4
76,25,1,83,0
13,22,4,73,0
29,29,9,107,0
84,26,2,74,0
27,6,3,114,0
77,10,2,102,0
85,31,5,105,0
34,14,2,71,0
59,19,7,239,0
78,1,9,69,0
85,7,2,70,0
21,23,2,116,0
0,24,9,65,0
56,25,2,73,0
70,29,4,96,0
72,10,1,66,0
80,30,2,68,0
40,30,5,167,0
53,21,7,79,1
16,13,1,89,0
10,23,1,86,0
81,14,1,95,5
73,0,2,107,0
10,22,1,71,1
34,2,1,72,0
42,12,7,73,0
7,5,1,128,0
46,4,1,135,0
84,30,1,61,0
81,18,3,68,0
84,5,2,74,0
8,25,1,62,0
1,33,3,65,0
33,6,6,70,0
24,9,3,92,0
64,28,1,72,0
75,5,1,74,4
10,14,1,69,1
88,2,1,98,0
96,2,3,70,0
1,6,1,104,1
9,22,3,99,0
95,24,1,86,0
29,11,4,102,0
65,10,1,131,0
18,27,1,112,2
67,32,1,72,0
82,5,8,92,0
50,10,1,114,0
3,13,2,71,0
66,15,8,66,0
73,0,1,68,0
36,7,8,70,0
30,8,7,84,0
42,32,1,90,0
53,7,1,64,0
13,22,4,73,0
9,1,1,63,0
6,9,1,76,0
43,13,2,66,0
95,27,6,85,0
39,18,2,101,0
10,2,7,104,0
18,9,7,66,0
78,2,1,77,0
25,14,1,119,0
7,12,1,62,0
51,14,2,92,0
7,4,1,66,0
34,26,2,70,0
80,5,2,105,0
76,2,2,61,0
59,3,1,74,0
20,5,2,83,1
83,31,1,118,0
62,13,9,83,0
90,3,2,74,4
60,3,9,119,0
67,13,9,132,0
34,11,3,101,0
70,19,1,67,0
3,34,2,88,0
81,9,3,65,0
84,17,1,89,0
48,17,6,74,0
59,1,2,118,0
30,1,2,70,0
93,2,4,107,0
39,10,7,81,0
46,12,2,65,0
90,16,2,107,0
42,26,9,74,0
39,18,2,95,0
95,16,1,88,0
55,23,1,254,0
26,18,4,130,0
35,7,3,101,0
50,33,2,71,0
72,12,2,74,1
84,11,5,68,0
37,15,2,128,0
99,13,3,68,0
8,9,3,119,0
84,17,9,64,0
1,32,1,73,2
32,6,1,78,2
25,14,3,179,5
